"code_commune_insee","nom_de_la_commune","code_postal","libelle_d_acheminement","ligne_5","_geopoint","latitude","longitude"
"58232","ST BENIN D AZY","58270","ST BENIN D AZY",,"46.9928101,3.4059929","46.9928101","3.4059929"
"58233","ST BENIN DES BOIS","58330","ST BENIN DES BOIS",,"47.1202246,3.4063586","47.1202246","3.4063586"
"58234","ST BONNOT","58700","ST BONNOT",,"47.24915885,3.3073742","47.24915885","3.3073742"
"58235","ST BRISSON","58230","ST BRISSON",,"47.2622896,4.0868588","47.2622896","4.0868588"
"58236","STE COLOMBE DES BOIS","58220","STE COLOMBE DES BOIS",,"47.32019855,3.15110295","47.32019855","3.15110295"
"58237","ST DIDIER","58190","ST DIDIER",,"47.347537,3.61975745","47.347537","3.61975745"
"58238","ST ELOI","58000","ST ELOI",,"46.98654809999999,3.22703115","46.98654809999999","3.22703115"
"58239","ST FIRMIN","58270","ST FIRMIN",,"47.04121995,3.3922862499999997","47.04121995","3.3922862499999997"
"58240","ST FRANCHY","58330","ST FRANCHY",,"47.15151395,3.46034575","47.15151395","3.46034575"
"58241","ST GERMAIN CHASSENAY","58300","ST GERMAIN CHASSENAY",,"46.782898149999994,3.3954818","46.782898149999994","3.3954818"
"58242","ST GERMAIN DES BOIS","58210","ST GERMAIN DES BOIS",,"47.36793195,3.514614","47.36793195","3.514614"
"58243","ST GRATIEN SAVIGNY","58340","ST GRATIEN SAVIGNY",,"46.898585,3.6550183499999997","46.898585","3.6550183499999997"
"58244","ST HILAIRE EN MORVAN","58120","ST HILAIRE EN MORVAN",,"47.06647855,3.888373","47.06647855","3.888373"
"58245","ST HILAIRE FONTAINE","58300","ST HILAIRE FONTAINE",,"46.779890249999994,3.6314899","46.779890249999994","3.6314899"
"58246","ST HONORE LES BAINS","58360","ST HONORE LES BAINS",,"46.89909845,3.85563205","46.89909845","3.85563205"
"58247","ST JEAN AUX AMOGNES","58270","ST JEAN AUX AMOGNES",,"47.0080164,3.3390310000000003","47.0080164","3.3390310000000003"
"58248","ST LAURENT L ABBAYE","58150","ST LAURENT L ABBAYE",,"47.33625815,2.9938949","47.33625815","2.9938949"
"58249","ST LEGER DE FOUGERET","58120","ST LEGER DE FOUGERET",,"47.007923399999996,3.9076327500000003","47.007923399999996","3.9076327500000003"
"58250","ST LEGER DES VIGNES","58300","ST LEGER DES VIGNES",,"46.8516174,3.4537354000000002","46.8516174","3.4537354000000002"
"58251","ST LOUP DES BOIS","58200","ST LOUP DES BOIS",,"47.451166650000005,3.00772295","47.451166650000005","3.00772295"
"58252","ST MALO EN DONZIOIS","58350","ST MALO EN DONZIOIS",,"47.3094032,3.2789235000000003","47.3094032","3.2789235000000003"
"58253","STE MARIE","58330","STE MARIE",,"47.113763500000005,3.4493282499999998","47.113763500000005","3.4493282499999998"
"58254","ST MARTIN D HEUILLE","58130","ST MARTIN D HEUILLE",,"47.0493829,3.2325815","47.0493829","3.2325815"
"58255","ST MARTIN DU PUY","58140","ST MARTIN DU PUY",,"47.32930975,3.8788415","47.32930975","3.8788415"
"58256","ST MARTIN SUR NOHAIN","58150","ST MARTIN SUR NOHAIN",,"47.357814450000006,2.99038595","47.357814450000006","2.99038595"
"58257","ST MAURICE","58330","ST MAURICE",,"47.1150846,3.5713042","47.1150846","3.5713042"
"58258","ST OUEN SUR LOIRE","58160","ST OUEN SUR LOIRE",,"46.8981546,3.3195716500000003","46.8981546","3.3195716500000003"
"58259","ST PARIZE EN VIRY","58300","ST PARIZE EN VIRY",,"46.7518457,3.36163635","46.7518457","3.36163635"
"58260","ST PARIZE LE CHATEL","58490","ST PARIZE LE CHATEL",,"46.853593200000006,3.1779522","46.853593200000006","3.1779522"
"58260","ST PARIZE LE CHATEL","58490","ST PARIZE LE CHATEL","MOIRY","46.853593200000006,3.1779522","46.853593200000006","3.1779522"
"58261","ST PERE","58200","ST PERE",,"47.4011424,2.9776637","47.4011424","2.9776637"
"58262","ST PEREUSE","58110","ST PEREUSE",,"47.05594475,3.80545615","47.05594475","3.80545615"
"58263","ST PIERRE DU MONT","58210","ST PIERRE DU MONT",,"47.39987055,3.4459341500000003","47.39987055","3.4459341500000003"
"58264","ST PIERRE LE MOUTIER","58240","ST PIERRE LE MOUTIER",,"46.7914516,3.1373421500000003","46.7914516","3.1373421500000003"
"58265","ST QUENTIN SUR NOHAIN","58150","ST QUENTIN SUR NOHAIN",,"47.32304595,3.02010255","47.32304595","3.02010255"
"58266","ST REVERIEN","58420","ST REVERIEN",,"47.2029692,3.5146382000000003","47.2029692","3.5146382000000003"
"58267","ST SAULGE","58330","ST SAULGE",,"47.097484949999995,3.5142053","47.097484949999995","3.5142053"
"58268","ST SEINE","58250","ST SEINE",,"46.725294399999996,3.8152175","46.725294399999996","3.8152175"
"58269","ST SULPICE","58270","ST SULPICE",,"47.060915699999995,3.35958145","47.060915699999995","3.35958145"
"58270","ST VERAIN","58310","ST VERAIN",,"47.4862888,3.03438055","47.4862888","3.03438055"
"58271","SAIZY","58190","SAIZY",,"47.35730125,3.69803385","47.35730125","3.69803385"
"58272","SARDY LES EPIRY","58800","SARDY LES EPIRY",,"47.1941133,3.6917227500000003","47.1941133","3.6917227500000003"
"58273","SAUVIGNY LES BOIS","58160","SAUVIGNY LES BOIS",,"46.973817249999996,3.2670354","46.973817249999996","3.2670354"
"58273","SAUVIGNY LES BOIS","58160","SAUVIGNY LES BOIS","FORGES","46.973817249999996,3.2670354","46.973817249999996","3.2670354"
"58274","SAVIGNY POIL FOL","58170","SAVIGNY POIL FOL",,"46.7844738,3.8198902","46.7844738","3.8198902"
"58275","SAXI BOURDON","58330","SAXI BOURDON",,"47.059287499999996,3.4884729500000002","47.059287499999996","3.4884729500000002"
"58276","SEMELAY","58360","SEMELAY",,"46.862813349999996,3.8594953","46.862813349999996","3.8594953"
"58277","SERMAGES","58290","SERMAGES",,"47.01590815,3.8414186","47.01590815","3.8414186"
"58278","SERMOISE SUR LOIRE","58000","SERMOISE SUR LOIRE",,"46.944207000000006,3.1876962","46.944207000000006","3.1876962"
"58279","SICHAMPS","58700","SICHAMPS",,"47.15651335,3.2769778499999997","47.15651335","3.2769778499999997"
"58280","SOUGY SUR LOIRE","58300","SOUGY SUR LOIRE",,"46.865305750000005,3.400153","46.865305750000005","3.400153"
"58281","SUILLY LA TOUR","58150","SUILLY LA TOUR",,"47.334142,3.07579915","47.334142","3.07579915"
"58282","SURGY","58500","SURGY",,"47.51710275,3.5077965","47.51710275","3.5077965"
"58283","TACONNAY","58420","TACONNAY",,"47.3147739,3.4885433","47.3147739","3.4885433"
"58284","TALON","58190","TALON",,"47.333539,3.55023985","47.333539","3.55023985"
"58285","TAMNAY EN BAZOIS","58110","TAMNAY EN BAZOIS",,"47.053634349999996,3.72396255","47.053634349999996","3.72396255"
"58286","TANNAY","58190","TANNAY",,"47.36218715,3.57866645","47.36218715","3.57866645"
"58287","TAZILLY","58170","TAZILLY",,"46.756147549999994,3.91740355","46.756147549999994","3.91740355"
"58288","TEIGNY","58190","TEIGNY",,"47.39127335,3.6673557","47.39127335","3.6673557"
"58289","TERNANT","58250","TERNANT",,"46.75081425,3.84887165","46.75081425","3.84887165"
"58290","THAIX","58250","THAIX",,"46.8518569,3.7169418","46.8518569","3.7169418"
"58291","THIANGES","58260","THIANGES",,"46.9128344,3.48368205","46.9128344","3.48368205"
"58292","TINTURY","58110","TINTURY",,"47.00306005,3.5862011000000003","47.00306005","3.5862011000000003"
"58293","TOURY LURCY","58300","TOURY LURCY",,"46.740814799999995,3.4217624","46.740814799999995","3.4217624"
"58294","TOURY SUR JOUR","58240","TOURY SUR JOUR",,"46.727109299999995,3.2562275","46.727109299999995","3.2562275"
"58295","TRACY SUR LOIRE","58150","TRACY SUR LOIRE",,"47.333305499999994,2.9147878499999997","47.333305499999994","2.9147878499999997"
"58295","TRACY SUR LOIRE","58150","TRACY SUR LOIRE","BOISGIBAULT","47.333305499999994,2.9147878499999997","47.333305499999994","2.9147878499999997"
"58296","TRESNAY","58240","TRESNAY",,"46.70001255,3.19149465","46.70001255","3.19149465"
"58297","TROIS VEVRES","58260","TROIS VEVRES",,"46.90937485,3.4216872","46.90937485","3.4216872"
"58298","TRONSANGES","58400","TRONSANGES",,"47.1149449,3.0515159","47.1149449","3.0515159"
"58299","TRUCY L ORGUEILLEUX","58460","TRUCY L ORGUEILLEUX",,"47.452770650000005,3.39933825","47.452770650000005","3.39933825"
"58300","URZY","58130","URZY",,"47.05417105,3.2077573","47.05417105","3.2077573"
"58301","VANDENESSE","58290","VANDENESSE",,"46.911958850000005,3.7765892","46.911958850000005","3.7765892"
"58302","VARENNES LES NARCY","58400","VARENNES LES NARCY",,"47.2163826,3.06890825","47.2163826","3.06890825"
"58303","VARENNES VAUZELLES","58640","VARENNES VAUZELLES",,"47.038107499999995,3.1447473500000003","47.038107499999995","3.1447473500000003"
"58304","VARZY","58210","VARZY",,"47.3542877,3.389461","47.3542877","3.389461"
"58305","VAUCLAIX","58140","VAUCLAIX",,"47.22821655,3.81956255","47.22821655","3.81956255"
"58306","VERNEUIL","58300","VERNEUIL",,"46.856949549999996,3.5814809","46.856949549999996","3.5814809"
"58307","VIELMANAY","58150","VIELMANAY",,"47.27596125,3.1129922","47.27596125","3.1129922"
"58308","VIGNOL","58190","VIGNOL",,"47.355344200000005,3.6637374","47.355344200000005","3.6637374"
"58309","VILLAPOURCON","58370","VILLAPOURCON",,"46.93580765,3.9550414000000003","46.93580765","3.9550414000000003"
"58310","VILLIERS LE SEC","58210","VILLIERS LE SEC",,"47.376849,3.4376119000000003","47.376849","3.4376119000000003"
"58311","VILLE LANGY","58270","VILLE LANGY",,"46.935882899999996,3.50311545","46.935882899999996","3.50311545"
"58312","VILLIERS SUR YONNE","58500","VILLIERS SUR YONNE",,"47.4145387,3.5570117999999997","47.4145387","3.5570117999999997"
"58313","VITRY LACHE","58420","VITRY LACHE",,"47.192421800000005,3.565227","47.192421800000005","3.565227"
"59001","ABANCOURT","59268","ABANCOURT",,"50.2367486,3.20871865","50.2367486","3.20871865"
"59002","ABSCON","59215","ABSCON",,"50.329300950000004,3.2992751","50.329300950000004","3.2992751"
"59003","AIBES","59149","AIBES",,"50.232758849999996,4.09147495","50.232758849999996","4.09147495"
"59004","AIX EN PEVELE","59310","AIX EN PEVELE",,"50.49766425,3.30596385","50.49766425","3.30596385"
"59005","ALLENNES LES MARAIS","59251","ALLENNES LES MARAIS",,"50.5405863,2.9459869999999997","50.5405863","2.9459869999999997"
"59006","L OREE DE MORMAL","59144","L OREE DE MORMAL","AMFROIPRET","50.278366399999996,3.73793045","50.278366399999996","3.73793045"
"59006","L OREE DE MORMAL","59570","L OREE DE MORMAL","BERMERIES","50.278366399999996,3.73793045","50.278366399999996","3.73793045"
"59007","ANHIERS","59194","ANHIERS",,"50.4037539,3.1545521499999998","50.4037539","3.1545521499999998"
"59008","ANICHE","59580","ANICHE",,"50.3300795,3.25831705","50.3300795","3.25831705"
"59009","VILLENEUVE D ASCQ","59491","VILLENEUVE D ASCQ",,"50.63623435,3.16187545","50.63623435","3.16187545"
"59009","VILLENEUVE D ASCQ","59493","VILLENEUVE D ASCQ",,"50.63623435,3.16187545","50.63623435","3.16187545"
"59009","VILLENEUVE D ASCQ","59650","VILLENEUVE D ASCQ",,"50.63623435,3.16187545","50.63623435","3.16187545"
"59010","ANNEUX","59400","ANNEUX",,"50.15559145,3.1230343","50.15559145","3.1230343"
"59011","ANNOEULLIN","59112","ANNOEULLIN",,"50.5274922,2.9242444499999998","50.5274922","2.9242444499999998"
"59012","ANOR","59186","ANOR",,"49.996519649999996,4.12159165","49.996519649999996","4.12159165"
"59013","ANSTAING","59152","ANSTAING",,"50.60261875,3.1876067499999996","50.60261875","3.1876067499999996"
"59014","ANZIN","59410","ANZIN",,"50.37598825,3.5111806999999997","50.37598825","3.5111806999999997"
"59015","ARLEUX","59151","ARLEUX",,"50.2833695,3.1040704999999997","50.2833695","3.1040704999999997"
"59016","ARMBOUTS CAPPEL","59380","ARMBOUTS CAPPEL",,"50.98231485,2.35061095","50.98231485","2.35061095"
"59017","ARMENTIERES","59280","ARMENTIERES",,"50.6925416,2.8786929","50.6925416","2.8786929"
"59017","ARMENTIERES","59280","ARMENTIERES","LE BIZET","50.6925416,2.8786929","50.6925416","2.8786929"
"59018","ARNEKE","59285","ARNEKE",,"50.8409477,2.4187659999999997","50.8409477","2.4187659999999997"
"59019","ARTRES","59269","ARTRES",,"50.2960978,3.53845335","50.2960978","3.53845335"
"59021","ASSEVENT","59600","ASSEVENT",,"50.287999549999995,4.0202079","50.287999549999995","4.0202079"
"59022","ATTICHES","59551","ATTICHES",,"50.50943795,3.0605499","50.50943795","3.0605499"
"59023","AUBENCHEUL AU BAC","59265","AUBENCHEUL AU BAC",,"50.251830749999996,3.1640898","50.251830749999996","3.1640898"
"59024","AUBERCHICOURT","59165","AUBERCHICOURT",,"50.330788749999996,3.2269510500000003","50.330788749999996","3.2269510500000003"
"59025","AUBERS","59249","AUBERS",,"50.59948,2.8187582","50.59948","2.8187582"
"59026","AUBIGNY AU BAC","59265","AUBIGNY AU BAC",,"50.2665415,3.1663706","50.2665415","3.1663706"
"59027","AUBRY DU HAINAUT","59494","AUBRY DU HAINAUT",,"50.3769123,3.45235095","50.3769123","3.45235095"
"59028","AUBY","59950","AUBY",,"50.4142681,3.06117645","50.4142681","3.06117645"
"59029","AUCHY LEZ ORCHIES","59310","AUCHY LEZ ORCHIES",,"50.48222505,3.19945805","50.48222505","3.19945805"
"59031","AUDIGNIES","59570","AUDIGNIES",,"50.27834165,3.82392405","50.27834165","3.82392405"
"59032","AULNOY LEZ VALENCIENNES","59300","AULNOY LEZ VALENCIENNES",,"50.324571399999996,3.5362373","50.324571399999996","3.5362373"
"59033","AULNOYE AYMERIES","59620","AULNOYE AYMERIES",,"50.2036279,3.8312248","50.2036279","3.8312248"
"59034","AVELIN","59710","AVELIN",,"50.5396507,3.08496155","50.5396507","3.08496155"
"59035","AVESNELLES","59440","AVESNELLES",,"50.10653515,3.95307485","50.10653515","3.95307485"
"59036","AVESNES SUR HELPE","59440","AVESNES SUR HELPE",,"50.1224329,3.92694075","50.1224329","3.92694075"
"59037","AVESNES LES AUBERT","59129","AVESNES LES AUBERT",,"50.1931268,3.3726111","50.1931268","3.3726111"
"59038","AVESNES LE SEC","59296","AVESNES LE SEC",,"50.24601135,3.3725164000000003","50.24601135","3.3725164000000003"
"59039","AWOINGT","59400","AWOINGT",,"50.1536586,3.28669555","50.1536586","3.28669555"
"59041","BACHANT","59138","BACHANT",,"50.207806899999994,3.8754105","50.207806899999994","3.8754105"
"59042","BACHY","59830","BACHY",,"50.54453545,3.26990625","50.54453545","3.26990625"
"59043","BAILLEUL","59270","BAILLEUL",,"50.7324811,2.74252775","50.7324811","2.74252775"
"59043","BAILLEUL","59270","BAILLEUL","MONT NOIR","50.7324811,2.74252775","50.7324811","2.74252775"
"59044","BAISIEUX","59780","BAISIEUX",,"50.6100542,3.2379177500000003","50.6100542","3.2379177500000003"
"59045","BAIVES","59132","BAIVES",,"50.064671399999995,4.2015117","50.064671399999995","4.2015117"
"59046","BAMBECQUE","59470","BAMBECQUE",,"50.9088581,2.561197","50.9088581","2.561197"
"59047","BANTEUX","59266","BANTEUX",,"50.064195850000004,3.1871608","50.064195850000004","3.1871608"
"59048","BANTIGNY","59554","BANTIGNY",,"50.233667100000005,3.2358684","50.233667100000005","3.2358684"
"59049","BANTOUZELLE","59266","BANTOUZELLE",,"50.058870999999996,3.2249754499999996","50.058870999999996","3.2249754499999996"
"59050","BAS LIEU","59440","BAS LIEU",,"50.1423957,3.9544117500000002","50.1423957","3.9544117500000002"
"59051","LA BASSEE","59480","LA BASSEE",,"50.53927395,2.8102755999999998","50.53927395","2.8102755999999998"
"59052","BAUVIN","59221","BAUVIN",,"50.517277899999996,2.8931575","50.517277899999996","2.8931575"
"59053","BAVAY","59570","BAVAY",,"50.29130775,3.8029436","50.29130775","3.8029436"
"59053","BAVAY","59570","BAVAY","LOUVIGNIES BAVAY","50.29130775,3.8029436","50.29130775","3.8029436"
"59054","BAVINCHOVE","59670","BAVINCHOVE",,"50.778654450000005,2.4383561499999997","50.778654450000005","2.4383561499999997"
"59055","BAZUEL","59360","BAZUEL",,"50.081909100000004,3.59696735","50.081909100000004","3.59696735"
"59056","BEAUCAMPS LIGNY","59134","BEAUCAMPS LIGNY",,"50.60370355,2.9154079","50.60370355","2.9154079"
"59057","BEAUDIGNIES","59530","BEAUDIGNIES",,"50.2279737,3.5880783999999997","50.2279737","3.5880783999999997"
"59058","BEAUFORT","59330","BEAUFORT",,"50.2190463,3.96599305","50.2190463","3.96599305"
"59059","BEAUMONT EN CAMBRESIS","59540","BEAUMONT EN CAMBRESIS",,"50.126008999999996,3.452685","50.126008999999996","3.452685"
"59060","BEAURAIN","59730","BEAURAIN",,"50.17762095,3.5519539","50.17762095","3.5519539"
"59061","BEAUREPAIRE SUR SAMBRE","59550","BEAUREPAIRE SUR SAMBRE",,"50.06105435,3.79885065","50.06105435","3.79885065"
"59062","BEAURIEUX","59740","BEAURIEUX",,"50.17994955,4.1337462","50.17994955","4.1337462"
"59063","BEAUVOIS EN CAMBRESIS","59157","BEAUVOIS EN CAMBRESIS",,"50.14074195,3.38390835","50.14074195","3.38390835"
"59064","BELLAING","59135","BELLAING",,"50.36564285,3.4257206","50.36564285","3.4257206"
"59065","BELLIGNIES","59570","BELLIGNIES",,"50.32235815,3.7624078499999998","50.32235815","3.7624078499999998"
"59066","BERELLES","59740","BERELLES",,"50.209823650000004,4.1034635","50.209823650000004","4.1034635"
"59067","BERGUES","59380","BERGUES",,"50.9690373,2.43419685","50.9690373","2.43419685"
"59068","BERLAIMONT","59145","BERLAIMONT",,"50.2064799,3.7938808","50.2064799","3.7938808"
"59069","BERMERAIN","59213","BERMERAIN",,"50.255631,3.53745575","50.255631","3.53745575"
"59071","BERSEE","59235","BERSEE",,"50.4812644,3.14997715","50.4812644","3.14997715"
"59072","BERSILLIES","59600","BERSILLIES",,"50.3233663,3.9945759","50.3233663","3.9945759"
"59073","BERTHEN","59270","BERTHEN",,"50.77570995,2.6866451500000004","50.77570995","2.6866451500000004"
"59073","BERTHEN","59270","BERTHEN","MONT DES CATS","50.77570995,2.6866451500000004","50.77570995","2.6866451500000004"
"59074","BERTRY","59980","BERTRY",,"50.08332125,3.44254915","50.08332125","3.44254915"
"59075","BETHENCOURT","59540","BETHENCOURT",,"50.142581,3.4210267","50.142581","3.4210267"
"59076","BETTIGNIES","59600","BETTIGNIES",,"50.332719100000006,3.9686289","50.332719100000006","3.9686289"
"59077","BETTRECHIES","59570","BETTRECHIES",,"50.3219474,3.7403027499999997","50.3219474","3.7403027499999997"
"59078","BEUGNIES","59216","BEUGNIES",,"50.167376149999996,3.99901765","50.167376149999996","3.99901765"
"59079","BEUVRAGES","59192","BEUVRAGES",,"50.388663550000004,3.5043043999999997","50.388663550000004","3.5043043999999997"
"59080","BEUVRY LA FORET","59310","BEUVRY LA FORET",,"50.450868299999996,3.2832313500000003","50.450868299999996","3.2832313500000003"
"59081","BEVILLERS","59217","BEVILLERS",,"50.1577793,3.38846835","50.1577793","3.38846835"
"59082","BIERNE","59380","BIERNE",,"50.971983699999996,2.4031673","50.971983699999996","2.4031673"
"59083","BISSEZEELE","59380","BISSEZEELE",,"50.9127617,2.40576355","50.9127617","2.40576355"
"59084","BLARINGHEM","59173","BLARINGHEM",,"50.69129305,2.41382605","50.69129305","2.41382605"
"59085","BLECOURT","59268","BLECOURT",,"50.2176468,3.21338035","50.2176468","3.21338035"
"59086","BOESCHEPE","59299","BOESCHEPE",,"50.80071835,2.70036685","50.80071835","2.70036685"
"59087","BOESEGHEM","59189","BOESEGHEM",,"50.67093575,2.4380929499999997","50.67093575","2.4380929499999997"
"59088","BOIS GRENIER","59280","BOIS GRENIER",,"50.6486031,2.8717143","50.6486031","2.8717143"
"59089","BOLLEZEELE","59470","BOLLEZEELE",,"50.8624332,2.3449830499999997","50.8624332","2.3449830499999997"
"59090","BONDUES","59910","BONDUES",,"50.706157149999996,3.10019855","50.706157149999996","3.10019855"
"59091","BORRE","59190","BORRE",,"50.7328256,2.579706","50.7328256","2.579706"
"59092","BOUCHAIN","59111","BOUCHAIN",,"50.278495050000004,3.3164462","50.278495050000004","3.3164462"
"59092","BOUCHAIN","59111","BOUCHAIN","BASSIN ROND","50.278495050000004,3.3164462","50.278495050000004","3.3164462"
"59093","BOULOGNE SUR HELPE","59440","BOULOGNE SUR HELPE",,"50.0763166,3.8901263","50.0763166","3.8901263"
"59094","BOURBOURG","59630","BOURBOURG",,"50.94217345,2.203367","50.94217345","2.203367"
"59096","BOURGHELLES","59830","BOURGHELLES",,"50.5632184,3.24786815","50.5632184","3.24786815"
"59097","BOURSIES","59400","BOURSIES",,"50.1443113,3.04490755","50.1443113","3.04490755"
"59098","BOUSBECQUE","59166","BOUSBECQUE",,"50.764576649999995,3.0781909499999998","50.764576649999995","3.0781909499999998"
"59099","BOUSIES","59222","BOUSIES",,"50.15221595,3.6156468999999998","50.15221595","3.6156468999999998"
"59100","BOUSIGNIES","59178","BOUSIGNIES",,"50.430597500000005,3.35661155","50.430597500000005","3.35661155"
"59101","BOUSIGNIES SUR ROC","59149","BOUSIGNIES SUR ROC",,"50.2646201,4.185515799999999","50.2646201","4.185515799999999"
"59102","BOUSSIERES EN CAMBRESIS","59217","BOUSSIERES EN CAMBRESIS",,"50.161655249999995,3.37390405","50.161655249999995","3.37390405"
"59103","BOUSSIERES SUR SAMBRE","59330","BOUSSIERES SUR SAMBRE",,"50.2423552,3.87753925","50.2423552","3.87753925"
"59104","BOUSSOIS","59168","BOUSSOIS",,"50.29508955,4.047332","50.29508955","4.047332"
"59105","BOUVIGNIES","59870","BOUVIGNIES",,"50.4332257,3.23591935","50.4332257","3.23591935"
"59106","BOUVINES","59830","BOUVINES",,"50.5829386,3.1949116","50.5829386","3.1949116"
"59107","BRAY DUNES","59123","BRAY DUNES",,"51.07456985,2.52667885","51.07456985","2.52667885"
"59108","BRIASTRE","59730","BRIASTRE",,"50.1508309,3.4895401","50.1508309","3.4895401"
"59109","BRILLON","59178","BRILLON",,"50.433057399999996,3.3383448","50.433057399999996","3.3383448"
"59110","BROUCKERQUE","59630","BROUCKERQUE",,"50.954129550000005,2.2880309","50.954129550000005","2.2880309"
"59111","BROXEELE","59470","BROXEELE",,"50.82830265,2.3206939","50.82830265","2.3206939"
"59112","BRUAY SUR L ESCAUT","59860","BRUAY SUR L ESCAUT",,"50.396723699999995,3.53820675","50.396723699999995","3.53820675"
"59113","BRUILLE LEZ MARCHIENNES","59490","BRUILLE LEZ MARCHIENNES",,"50.354717050000005,3.24121315","50.354717050000005","3.24121315"
"59114","BRUILLE ST AMAND","59199","BRUILLE ST AMAND",,"50.463944049999995,3.5069282","50.463944049999995","3.5069282"
"59115","BRUNEMONT","59151","BRUNEMONT",,"50.273986300000004,3.1436324","50.273986300000004","3.1436324"
"59116","BRY","59144","BRY",,"50.31619805,3.6867143","50.31619805","3.6867143"
"59117","BUGNICOURT","59151","BUGNICOURT",,"50.28953305,3.1546739","50.28953305","3.1546739"
"59118","BUSIGNY","59137","BUSIGNY",,"50.041668200000004,3.4676903","50.041668200000004","3.4676903"
"59119","BUYSSCHEURE","59285","BUYSSCHEURE",,"50.80534145,2.3380307","50.80534145","2.3380307"
"59120","CAESTRE","59190","CAESTRE",,"50.7559433,2.60261575","50.7559433","2.60261575"
"59121","CAGNONCLES","59161","CAGNONCLES",,"50.18372325,3.3177016000000004","50.18372325","3.3177016000000004"
"59122","CAMBRAI","59400","CAMBRAI",,"50.172166849999996,3.2413122","50.172166849999996","3.2413122"
"59122","CAMBRAI","59400","CAMBRAI","MORENCHIES","50.172166849999996,3.2413122","50.172166849999996","3.2413122"
"59123","CAMPHIN EN CAREMBAULT","59133","CAMPHIN EN CAREMBAULT",,"50.5091295,2.9898496999999997","50.5091295","2.9898496999999997"
"59124","CAMPHIN EN PEVELE","59780","CAMPHIN EN PEVELE",,"50.592356699999996,3.2557459","50.592356699999996","3.2557459"
"59125","CANTAING SUR ESCAUT","59267","CANTAING SUR ESCAUT",,"50.1429306,3.1612434","50.1429306","3.1612434"
"59126","CANTIN","59169","CANTIN",,"50.3084426,3.1258064","50.3084426","3.1258064"
"59127","CAPELLE","59213","CAPELLE",,"50.2395746,3.5566695","50.2395746","3.5566695"
"59128","CAPINGHEM","59160","CAPINGHEM",,"50.64797355,2.9633116","50.64797355","2.9633116"
"59129","CAPPELLE EN PEVELE","59242","CAPPELLE EN PEVELE",,"50.5027897,3.17215975","50.5027897","3.17215975"
"59130","CAPPELLE BROUCK","59630","CAPPELLE BROUCK",,"50.88990835,2.22422985","50.88990835","2.22422985"
"59131","CAPPELLE LA GRANDE","59180","CAPPELLE LA GRANDE",,"50.99527415,2.3716158","50.99527415","2.3716158"
"59132","CARNIERES","59217","CARNIERES",,"50.1635974,3.34173875","50.1635974","3.34173875"
"59133","CARNIN","59112","CARNIN",,"50.51938695,2.9605504","50.51938695","2.9605504"
"59134","CARTIGNIES","59244","CARTIGNIES",,"50.07529375,3.8420677999999997","50.07529375","3.8420677999999997"
"59135","CASSEL","59670","CASSEL",,"50.79128735,2.4961574000000004","50.79128735","2.4961574000000004"
"59136","LE CATEAU CAMBRESIS","59360","LE CATEAU CAMBRESIS",,"50.087356799999995,3.5354317","50.087356799999995","3.5354317"
"59137","CATILLON SUR SAMBRE","59360","CATILLON SUR SAMBRE",,"50.07380925,3.6428837","50.07380925","3.6428837"
"59138","CATTENIERES","59217","CATTENIERES",,"50.13193555,3.33497725","50.13193555","3.33497725"
"59139","CAUDRY","59540","CAUDRY",,"50.11912325,3.41750765","50.11912325","3.41750765"
"59139","CAUDRY","59540","CAUDRY","AUDENCOURT","50.11912325,3.41750765","50.11912325","3.41750765"
"59140","CAULLERY","59191","CAULLERY",,"50.081660549999995,3.37371745","50.081660549999995","3.37371745"
"59141","CAUROIR","59400","CAUROIR",,"50.171443999999994,3.2982522","50.171443999999994","3.2982522"
"59142","CERFONTAINE","59680","CERFONTAINE",,"50.2590148,4.0247042","50.2590148","4.0247042"
"59143","LA CHAPELLE D ARMENTIERES","59930","LA CHAPELLE D ARMENTIERES",,"50.6640546,2.89442705","50.6640546","2.89442705"
"59144","CHATEAU L ABBAYE","59230","CHATEAU L ABBAYE",,"50.485109050000005,3.4721203000000003","50.485109050000005","3.4721203000000003"
"59145","CHEMY","59147","CHEMY",,"50.531601800000004,2.9955829","50.531601800000004","2.9955829"
"59146","CHERENG","59152","CHERENG",,"50.610844549999996,3.2110041000000002","50.610844549999996","3.2110041000000002"
"59147","CHOISIES","59740","CHOISIES",,"50.21286885,4.04708445","50.21286885","4.04708445"
"59148","CLAIRFAYTS","59740","CLAIRFAYTS",,"50.15302255,4.12856645","50.15302255","4.12856645"
"59149","CLARY","59225","CLARY",,"50.0687833,3.3962551000000003","50.0687833","3.3962551000000003"
"59150","COBRIEUX","59830","COBRIEUX",,"50.538886000000005,3.2399335","50.538886000000005","3.2399335"
"59151","COLLERET","59680","COLLERET",,"50.2608673,4.0872837","50.2608673","4.0872837"
"59152","COMINES","59560","COMINES",,"50.74959805,3.0136421999999996","50.74959805","3.0136421999999996"
"59153","CONDE SUR L ESCAUT","59163","CONDE SUR L ESCAUT",,"50.46614455,3.6113576","50.46614455","3.6113576"
"59155","COUDEKERQUE BRANCHE","59210","COUDEKERQUE BRANCHE",,"51.01834615,2.3985469","51.01834615","2.3985469"
"59156","COURCHELETTES","59552","COURCHELETTES",,"50.342000549999995,3.05949475","50.342000549999995","3.05949475"
