"code_commune_insee","nom_de_la_commune","code_postal","libelle_d_acheminement","ligne_5","_geopoint","latitude","longitude"
"27632","LE THIL","27150","LE THIL EN VEXIN",,"49.307258000000004,1.5533955499999998","49.307258000000004","1.5533955499999998"
"27633","LES THILLIERS EN VEXIN","27420","LES THILLIERS EN VEXIN",,"49.23655325,1.6032907","49.23655325","1.6032907"
"27635","LE THUIT","27700","LE THUIT",,"49.2614953,1.36829155","49.2614953","1.36829155"
"27638","LE THUIT DE L OISON","27370","LE THUIT DE L OISON","LE THUIT ANGER","49.257948150000004,0.93861455","49.257948150000004","0.93861455"
"27638","LE THUIT DE L OISON","27370","LE THUIT DE L OISON","LE THUIT SIGNOL","49.257948150000004,0.93861455","49.257948150000004","0.93861455"
"27638","LE THUIT DE L OISON","27370","LE THUIT DE L OISON","LE THUIT SIMER","49.257948150000004,0.93861455","49.257948150000004","0.93861455"
"27640","TILLEUL DAME AGNES","27170","TILLEUL DAME AGNES",,"49.00583885,0.88974555","49.00583885","0.88974555"
"27641","LE TILLEUL LAMBERT","27110","LE TILLEUL LAMBERT",,"49.07939485,0.93174035","49.07939485","0.93174035"
"27643","TILLIERES SUR AVRE","27570","TILLIERES SUR AVRE",,"48.7585475,1.02838085","48.7585475","1.02838085"
"27644","TILLY","27510","TILLY",,"49.14348775,1.5259392","49.14348775","1.5259392"
"27645","TOCQUEVILLE","27500","TOCQUEVILLE",,"49.408862549999995,0.615312","49.408862549999995","0.615312"
"27646","LE TORPT","27210","LE TORPT",,"49.3328271,0.3846303","49.3328271","0.3846303"
"27649","TOUFFREVILLE","27440","TOUFFREVILLE",,"49.3455308,1.43779905","49.3455308","1.43779905"
"27650","TOURNEDOS BOIS HUBERT","27180","TOURNEDOS BOIS HUBERT",,"49.071865349999996,0.98726355","49.071865349999996","0.98726355"
"27652","TOURNEVILLE","27930","TOURNEVILLE",,"49.095156349999996,1.10686815","49.095156349999996","1.10686815"
"27654","TOURVILLE LA CAMPAGNE","27370","TOURVILLE LA CAMPAGNE",,"49.2249432,0.8979325499999999","49.2249432","0.8979325499999999"
"27655","TOURVILLE SUR PONT AUDEMER","27500","TOURVILLE SUR PONT AUDEMER",,"49.32274145,0.51659625","49.32274145","0.51659625"
"27656","TOUTAINVILLE","27500","TOUTAINVILLE",,"49.355614849999995,0.458523","49.355614849999995","0.458523"
"27658","LE TREMBLAY OMONVILLE","27110","LE TREMBLAY OMONVILLE",,"49.119473049999996,0.91624935","49.119473049999996","0.91624935"
"27659","LA TRINITE","27930","LA TRINITE",,"48.9883107,1.2381627499999999","48.9883107","1.2381627499999999"
"27660","LA TRINITE DE REVILLE","27270","LA TRINITE DE REVILLE",,"48.966990100000004,0.5122082","48.966990100000004","0.5122082"
"27661","LA TRINITE DE THOUBERVILLE","27310","LA TRINITE DE THOUBERVILLE",,"49.3640061,0.87929505","49.3640061","0.87929505"
"27662","TRIQUEVILLE","27500","TRIQUEVILLE",,"49.332391900000005,0.4415503","49.332391900000005","0.4415503"
"27663","LE TRONCQ","27110","LE TRONCQ",,"49.1941925,0.91392265","49.1941925","0.91392265"
"27664","LE TRONQUAY","27480","LE TRONQUAY",,"49.43645715,1.45674985","49.43645715","1.45674985"
"27665","TROUVILLE LA HAULE","27680","TROUVILLE LA HAULE",,"49.42065145,0.5792746499999999","49.42065145","0.5792746499999999"
"27666","LA VACHERIE","27400","LA VACHERIE",,"49.1223327,1.13486705","49.1223327","1.13486705"
"27667","VALAILLES","27300","VALAILLES",,"49.117492999999996,0.61990185","49.117492999999996","0.61990185"
"27668","LE VAL DAVID","27120","LE VAL DAVID",,"48.98023245,1.2631217000000001","48.98023245","1.2631217000000001"
"27669","VALLETOT","27350","VALLETOT",,"49.36575895,0.6133967","49.36575895","0.6133967"
"27670","VANDRIMARE","27380","VANDRIMARE",,"49.38489055,1.3496644999999998","49.38489055","1.3496644999999998"
"27671","VANNECROCQ","27210","VANNECROCQ",,"49.2992784,0.42894944999999995","49.2992784","0.42894944999999995"
"27672","VASCOEUIL","27910","VASCOEUIL",,"49.448525599999996,1.3793047","49.448525599999996","1.3793047"
"27673","VATTEVILLE","27430","VATTEVILLE",,"49.2800803,1.2900265499999999","49.2800803","1.2900265499999999"
"27674","VAUX SUR EURE","27120","VAUX SUR EURE",,"49.035725400000004,1.33500485","49.035725400000004","1.33500485"
"27676","LES TROIS LACS","27700","LES TROIS LACS","BERNIERES SUR SEINE","49.213399550000005,1.3325798","49.213399550000005","1.3325798"
"27676","LES TROIS LACS","27700","LES TROIS LACS","TOSNY","49.213399550000005,1.3325798","49.213399550000005","1.3325798"
"27676","LES TROIS LACS","27940","LES TROIS LACS","VENABLES","49.213399550000005,1.3325798","49.213399550000005","1.3325798"
"27677","VENON","27110","VENON",,"49.1737757,1.0513818000000001","49.1737757","1.0513818000000001"
"27678","LES VENTES","27180","LES VENTES",,"48.953976850000004,1.06652395","48.953976850000004","1.06652395"
"27679","VERNEUIL D AVRE ET D ITON","27130","VERNEUIL D AVRE ET D ITON","VERNEUIL SUR AVRE","48.764942,0.8893409","48.764942","0.8893409"
"27679","VERNEUIL D AVRE ET D ITON","27160","VERNEUIL D AVRE ET D ITON","FRANCHEVILLE","48.764942,0.8893409","48.764942","0.8893409"
"27680","VERNEUSSES","27390","VERNEUSSES",,"48.90779585,0.4242117","48.90779585","0.4242117"
"27681","VERNON","27200","VERNON",,"49.0920706,1.4827406","49.0920706","1.4827406"
"27682","VESLY","27870","VESLY",,"49.243710300000004,1.6415335999999998","49.243710300000004","1.6415335999999998"
"27683","VEZILLON","27700","VEZILLON",,"49.22209625,1.39876655","49.22209625","1.39876655"
"27684","LE VIEIL EVREUX","27930","LE VIEIL EVREUX",,"49.00098575,1.2133258","49.00098575","1.2133258"
"27685","LA VIEILLE LYRE","27330","LA VIEILLE LYRE",,"48.93330055,0.7502952","48.93330055","0.7502952"
"27685","LA VIEILLE LYRE","27330","LA VIEILLE LYRE","CHAMPIGNOLLES","48.93330055,0.7502952","48.93330055","0.7502952"
"27686","VIEUX PORT","27680","VIEUX PORT",,"49.42600955,0.6068771","49.42600955","0.6068771"
"27689","VILLEGATS","27120","VILLEGATS",,"48.9990297,1.4639443","48.9990297","1.4639443"
"27690","VILLERS EN VEXIN","27420","VILLERS EN VEXIN",,"49.25040435,1.59064105","49.25040435","1.59064105"
"27691","VILLERS SUR LE ROULE","27940","VILLERS SUR LE ROULE",,"49.1909353,1.31817395","49.1909353","1.31817395"
"27692","VILLETTES","27110","VILLETTES",,"49.15569335,1.0464061500000001","49.15569335","1.0464061500000001"
"27693","SYLVAINS LES MOULINS","27240","SYLVAINS LES MOULINS",,"48.905651,1.0934668","48.905651","1.0934668"
"27693","SYLVAINS LES MOULINS","27240","SYLVAINS LES MOULINS","COULONGES","48.905651,1.0934668","48.905651","1.0934668"
"27693","SYLVAINS LES MOULINS","27240","SYLVAINS LES MOULINS","VILLALET","48.905651,1.0934668","48.905651","1.0934668"
"27694","VILLEZ SOUS BAILLEUL","27950","VILLEZ SOUS BAILLEUL",,"49.10546705,1.3692169","49.10546705","1.3692169"
"27695","VILLEZ SUR LE NEUBOURG","27110","VILLEZ SUR LE NEUBOURG",,"49.14898385,0.8603527","49.14898385","0.8603527"
"27696","VILLIERS EN DESOEUVRE","27640","VILLIERS EN DESOEUVRE",,"48.959984,1.4807272999999999","48.959984","1.4807272999999999"
"27697","VIRONVAY","27400","VIRONVAY",,"49.2047032,1.2201491999999998","49.2047032","1.2201491999999998"
"27698","VITOT","27110","VITOT",,"49.16877575,0.88624845","49.16877575","0.88624845"
"27699","VOISCREVILLE","27520","VOISCREVILLE",,"49.28071585,0.76774045","49.28071585","0.76774045"
"27700","VRAIVILLE","27370","VRAIVILLE",,"49.2185334,1.0374698","49.2185334","1.0374698"
"27701","VAL DE REUIL","27100","VAL DE REUIL",,"49.2640216,1.214197","49.2640216","1.214197"
"28001","ABONDANT","28410","ABONDANT",,"48.798274,1.4236292499999998","48.798274","1.4236292499999998"
"28003","ALLAINVILLE","28500","ALLAINVILLE",,"48.72105725,1.29065685","48.72105725","1.29065685"
"28004","ALLONNES","28150","ALLONNES",,"48.33120155,1.6524109","48.33120155","1.6524109"
"28005","ALLUYES","28800","ALLUYES",,"48.22514045,1.3665955","48.22514045","1.3665955"
"28006","AMILLY","28300","AMILLY",,"48.442399699999996,1.40783905","48.442399699999996","1.40783905"
"28007","ANET","28260","ANET",,"48.85096475,1.4432322","48.85096475","1.4432322"
"28008","ARDELLES","28170","ARDELLES",,"48.54447115,1.1768429","48.54447115","1.1768429"
"28009","ARDELU","28700","ARDELU",,"48.35442845,1.91351845","48.35442845","1.91351845"
"28010","ARGENVILLIERS","28480","ARGENVILLIERS",,"48.27526855,0.9723878","48.27526855","0.9723878"
"28012","VALD YERRE","28290","VALD YERRE","ARROU","48.0919583,1.1127622499999998","48.0919583","1.1127622499999998"
"28012","VALD YERRE","28290","VALD YERRE","BOISGASSON","48.0919583,1.1127622499999998","48.0919583","1.1127622499999998"
"28012","VALD YERRE","28290","VALD YERRE","CHATILLON EN DUNOIS","48.0919583,1.1127622499999998","48.0919583","1.1127622499999998"
"28012","VALD YERRE","28290","VALD YERRE","COURTALAIN","48.0919583,1.1127622499999998","48.0919583","1.1127622499999998"
"28012","VALD YERRE","28290","VALD YERRE","LANGEY","48.0919583,1.1127622499999998","48.0919583","1.1127622499999998"
"28012","VALD YERRE","28290","VALD YERRE","ST PELLERIN","48.0919583,1.1127622499999998","48.0919583","1.1127622499999998"
"28013","AUNAY SOUS AUNEAU","28700","AUNAY SOUS AUNEAU",,"48.444227299999994,1.8180315999999999","48.444227299999994","1.8180315999999999"
"28014","AUNAY SOUS CRECY","28500","AUNAY SOUS CRECY",,"48.65758065,1.3054141","48.65758065","1.3054141"
"28015","AUNEAU BLEURY ST SYMPHORIEN","28700","AUNEAU BLEURY ST SYMPHORIEN","AUNEAU","48.499986050000004,1.7642072500000001","48.499986050000004","1.7642072500000001"
"28015","AUNEAU BLEURY ST SYMPHORIEN","28700","AUNEAU BLEURY ST SYMPHORIEN","BLEURY","48.499986050000004,1.7642072500000001","48.499986050000004","1.7642072500000001"
"28015","AUNEAU BLEURY ST SYMPHORIEN","28700","AUNEAU BLEURY ST SYMPHORIEN","ST SYMPHORIEN LE CHATEAU","48.499986050000004,1.7642072500000001","48.499986050000004","1.7642072500000001"
"28016","LES AUTELS VILLEVILLON","28330","LES AUTELS VILLEVILLON",,"48.177780549999994,0.992359","48.177780549999994","0.992359"
"28018","AUTHON DU PERCHE","28330","AUTHON DU PERCHE",,"48.18497485,0.8915554","48.18497485","0.8915554"
"28018","AUTHON DU PERCHE","28330","AUTHON DU PERCHE","SOIZE","48.18497485,0.8915554","48.18497485","0.8915554"
"28019","BAIGNEAUX","28140","BAIGNEAUX",,"48.1265717,1.82008955","48.1265717","1.82008955"
"28021","BAILLEAU LE PIN","28120","BAILLEAU LE PIN",,"48.3566788,1.32646555","48.3566788","1.32646555"
"28022","BAILLEAU L EVEQUE","28300","BAILLEAU L EVEQUE",,"48.4879768,1.39878635","48.4879768","1.39878635"
"28023","BAILLEAU ARMENONVILLE","28320","BAILLEAU ARMENONVILLE",,"48.5308447,1.6404223","48.5308447","1.6404223"
"28023","BAILLEAU ARMENONVILLE","28320","BAILLEAU ARMENONVILLE","ARMENONVILLE LES GATINEAUX","48.5308447,1.6404223","48.5308447","1.6404223"
"28024","BARJOUVILLE","28630","BARJOUVILLE",,"48.40443355,1.4712611999999998","48.40443355","1.4712611999999998"
"28026","BAUDREVILLE","28310","BAUDREVILLE",,"48.324083099999996,1.89218665","48.324083099999996","1.89218665"
"28027","LA BAZOCHE GOUET","28330","LA BAZOCHE GOUET",,"48.1355837,0.98029","48.1355837","0.98029"
"28028","BAZOCHES EN DUNOIS","28140","BAZOCHES EN DUNOIS",,"48.09106635,1.5750803","48.09106635","1.5750803"
"28029","BAZOCHES LES HAUTES","28140","BAZOCHES LES HAUTES",,"48.162197500000005,1.825047","48.162197500000005","1.825047"
"28030","BEAUCHE","28270","BEAUCHE",,"48.6785247,0.98177165","48.6785247","0.98177165"
"28031","BEAUMONT LES AUTELS","28480","BEAUMONT LES AUTELS",,"48.2415611,0.9613282000000001","48.2415611","0.9613282000000001"
"28032","BEAUVILLIERS","28150","BEAUVILLIERS",,"48.29938065,1.6560909499999998","48.29938065","1.6560909499999998"
"28033","BELHOMERT GUEHOUVILLE","28240","BELHOMERT GUEHOUVILLE",,"48.5009894,1.054145","48.5009894","1.054145"
"28034","BERCHERES ST GERMAIN","28300","BERCHERES ST GERMAIN",,"48.5364821,1.45687355","48.5364821","1.45687355"
"28034","BERCHERES ST GERMAIN","28300","BERCHERES ST GERMAIN","ST GERMAIN LA GATINE","48.5364821,1.45687355","48.5364821","1.45687355"
"28035","BERCHERES LES PIERRES","28630","BERCHERES LES PIERRES",,"48.375838,1.5594638500000002","48.375838","1.5594638500000002"
"28036","BERCHERES SUR VESGRE","28260","BERCHERES SUR VESGRE",,"48.8443112,1.55110545","48.8443112","1.55110545"
"28037","BEROU LA MULOTIERE","28270","BEROU LA MULOTIERE",,"48.741969,1.0740907","48.741969","1.0740907"
"28038","BETHONVILLIERS","28330","BETHONVILLIERS",,"48.23035165,0.9016226","48.23035165","0.9016226"
"28039","BEVILLE LE COMTE","28700","BEVILLE LE COMTE",,"48.4378242,1.70322305","48.4378242","1.70322305"
"28040","BILLANCELLES","28190","BILLANCELLES",,"48.4945589,1.21306395","48.4945589","1.21306395"
"28041","BLANDAINVILLE","28120","BLANDAINVILLE",,"48.31185105,1.2939646","48.31185105","1.2939646"
"28045","BOISSY EN DROUAIS","28500","BOISSY EN DROUAIS",,"48.729680200000004,1.2509576","48.729680200000004","1.2509576"
"28046","BOISSY LES PERCHE","28340","BOISSY LES PERCHE",,"48.67903035,0.9005801499999999","48.67903035","0.9005801499999999"
"28047","BOISVILLE LA ST PERE","28150","BOISVILLE LA ST PERE",,"48.33311665,1.70082305","48.33311665","1.70082305"
"28048","LA BOURDINIERE ST LOUP","28360","LA BOURDINIERE ST LOUP",,"48.318281549999995,1.4272374499999998","48.318281549999995","1.4272374499999998"
"28048","LA BOURDINIERE ST LOUP","28360","LA BOURDINIERE ST LOUP","ST LOUP","48.318281549999995,1.4272374499999998","48.318281549999995","1.4272374499999998"
"28049","BONCE","28150","BONCE",,"48.306212849999994,1.521141","48.306212849999994","1.521141"
"28050","BONCOURT","28260","BONCOURT",,"48.84454875,1.46449125","48.84454875","1.46449125"
"28051","BONNEVAL","28800","BONNEVAL",,"48.178667700000005,1.38442135","48.178667700000005","1.38442135"
"28052","BOUGLAINVAL","28130","BOUGLAINVAL",,"48.5522097,1.50910115","48.5522097","1.50910115"
"28053","LE BOULLAY LES DEUX EGLISES","28170","LE BOULLAY LES DEUX EGLISES",,"48.630198,1.3274869","48.630198","1.3274869"
"28054","LE BOULLAY MIVOYE","28210","LE BOULLAY MIVOYE",,"48.65514495,1.40821325","48.65514495","1.40821325"
"28055","LE BOULLAY THIERRY","28210","LE BOULLAY THIERRY",,"48.6351743,1.43566","48.6351743","1.43566"
"28056","BOUTIGNY PROUAIS","28410","BOUTIGNY PROUAIS",,"48.73626255,1.56737485","48.73626255","1.56737485"
"28056","BOUTIGNY PROUAIS","28410","BOUTIGNY PROUAIS","PROUAIS","48.73626255,1.56737485","48.73626255","1.56737485"
"28057","BOUVILLE","28800","BOUVILLE",,"48.2630812,1.3804048500000001","48.2630812","1.3804048500000001"
"28058","BRECHAMPS","28210","BRECHAMPS",,"48.6712921,1.5193312","48.6712921","1.5193312"
"28059","BREZOLLES","28270","BREZOLLES",,"48.68975725,1.06402185","48.68975725","1.06402185"
"28060","BRICONVILLE","28300","BRICONVILLE",,"48.51658605,1.3900526","48.51658605","1.3900526"
"28061","BROU","28160","BROU",,"48.218946,1.1557393","48.218946","1.1557393"
"28062","BROUE","28410","BROUE",,"48.751951500000004,1.5250952500000001","48.751951500000004","1.5250952500000001"
"28064","BU","28410","BU",,"48.80408855,1.4887594000000002","48.80408855","1.4887594000000002"
"28065","BULLAINVILLE","28800","BULLAINVILLE",,"48.171678400000005,1.5073335","48.171678400000005","1.5073335"
"28067","CERNAY","28120","CERNAY",,"48.38706235,1.2316449999999999","48.38706235","1.2316449999999999"
"28068","CHALLET","28300","CHALLET",,"48.552911949999995,1.42762205","48.552911949999995","1.42762205"
"28070","CHAMPHOL","28300","CHAMPHOL",,"48.4679854,1.51286875","48.4679854","1.51286875"
"28071","CHAMPROND EN GATINE","28240","CHAMPROND EN GATINE",,"48.399278800000005,1.07295235","48.399278800000005","1.07295235"
"28072","CHAMPROND EN PERCHET","28400","CHAMPROND EN PERCHET",,"48.3100281,0.88777445","48.3100281","0.88777445"
"28073","CHAMPSERU","28700","CHAMPSERU",,"48.48901685,1.6494081","48.48901685","1.6494081"
"28074","LA CHAPELLE D AUNAINVILLE","28700","LA CHAPELLE D AUNAINVILLE",,"48.4153548,1.79524635","48.4153548","1.79524635"
"28075","LA CHAPELLE DU NOYER","28200","LA CHAPELLE DU NOYER",,"48.04017575,1.31474445","48.04017575","1.31474445"
"28076","LA CHAPELLE FORAINVILLIERS","28500","LA CHAPELLE FORAINVILLIERS",,"48.72840855,1.49161225","48.72840855","1.49161225"
"28077","LA CHAPELLE FORTIN","28340","LA CHAPELLE FORTIN",,"48.6485805,0.86030585","48.6485805","0.86030585"
"28078","CHAPELLE GUILLAUME","28330","CHAPELLE GUILLAUME",,"48.120462399999994,0.8962564500000001","48.120462399999994","0.8962564500000001"
"28079","CHAPELLE ROYALE","28290","CHAPELLE ROYALE",,"48.1528433,1.04393345","48.1528433","1.04393345"
"28080","CHARBONNIERES","28330","CHARBONNIERES",,"48.1891045,0.9447840000000001","48.1891045","0.9447840000000001"
"28081","CHARONVILLE","28120","CHARONVILLE",,"48.27957585,1.3144529","48.27957585","1.3144529"
"28082","CHARPONT","28500","CHARPONT",,"48.6945408,1.4328984999999999","48.6945408","1.4328984999999999"
"28084","CHARTAINVILLIERS","28130","CHARTAINVILLIERS",,"48.54528025,1.5474885","48.54528025","1.5474885"
"28085","CHARTRES","28000","CHARTRES",,"48.448054549999995,1.50464085","48.448054549999995","1.50464085"
"28086","CHASSANT","28480","CHASSANT",,"48.291482,1.0652176999999998","48.291482","1.0652176999999998"
"28087","CHATAINCOURT","28270","CHATAINCOURT",,"48.69064165,1.2369969","48.69064165","1.2369969"
"28088","CHATEAUDUN","28200","CHATEAUDUN",,"48.0718469,1.32065385","48.0718469","1.32065385"
"28089","CHATEAUNEUF EN THYMERAIS","28170","CHATEAUNEUF EN THYMERAIS",,"48.59282235,1.2390653","48.59282235","1.2390653"
"28090","LES CHATELETS","28270","LES CHATELETS",,"48.656779,1.0200985","48.656779","1.0200985"
"28091","LES CHATELLIERS NOTRE DAME","28120","LES CHATELLIERS NOTRE DAME",,"48.3469725,1.20911845","48.3469725","1.20911845"
"28092","CHATENAY","28700","CHATENAY",,"48.35374485,1.8841358499999998","48.35374485","1.8841358499999998"
"28094","CHAUDON","28210","CHAUDON",,"48.656137799999996,1.4960114500000001","48.656137799999996","1.4960114500000001"
"28095","CHAUFFOURS","28120","CHAUFFOURS",,"48.39408855,1.33870525","48.39408855","1.33870525"
"28096","LA CHAUSSEE D IVRY","28260","LA CHAUSSEE D IVRY",,"48.8905577,1.49305935","48.8905577","1.49305935"
"28098","CHERISY","28500","CHERISY",,"48.757346,1.4358898999999998","48.757346","1.4358898999999998"
"28099","CHUISNES","28190","CHUISNES",,"48.4367446,1.18805745","48.4367446","1.18805745"
"28100","CINTRAY","28300","CINTRAY",,"48.44502905,1.3643353500000002","48.44502905","1.3643353500000002"
"28102","CLEVILLIERS","28300","CLEVILLIERS",,"48.5523216,1.3819875000000001","48.5523216","1.3819875000000001"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","AUTHEUIL","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","CHARRAY","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","CLOYES SUR LE LOIR","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","DOUY","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","LA FERTE VILLENEUIL","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","LE MEE","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","MONTIGNY LE GANNELON","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","ROMILLY SUR AIGRE","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28103","CLOYES LES TROIS RIVIERES","28220","CLOYES LES TROIS RIVIERES","ST HILAIRE SUR YERRE","48.00691795,1.2996767999999999","48.00691795","1.2996767999999999"
"28104","COLTAINVILLE","28300","COLTAINVILLE",,"48.49406665,1.59280795","48.49406665","1.59280795"
"28105","COMBRES","28480","COMBRES",,"48.33450475,1.05721685","48.33450475","1.05721685"
"28106","CONIE MOLITARD","28200","CONIE MOLITARD",,"48.11305625,1.4448062","48.11305625","1.4448062"
"28107","CORANCEZ","28630","CORANCEZ",,"48.36783605,1.5149348","48.36783605","1.5149348"
"28108","CORMAINVILLE","28140","CORMAINVILLE",,"48.1308225,1.6041183","48.1308225","1.6041183"
"28109","LES CORVEES LES YYS","28240","LES CORVEES LES YYS",,"48.366580549999995,1.1477419","48.366580549999995","1.1477419"
"28110","LE COUDRAY","28630","LE COUDRAY",,"48.418838449999996,1.50260535","48.418838449999996","1.50260535"
"28111","COUDRAY AU PERCHE","28330","COUDRAY AU PERCHE",,"48.2361388,0.8608718","48.2361388","0.8608718"
"28113","COULOMBS","28210","COULOMBS",,"48.656150600000004,1.552651","48.656150600000004","1.552651"
"28114","COURBEHAYE","28140","COURBEHAYE",,"48.1474017,1.6088736","48.1474017","1.6088736"
"28116","COURVILLE SUR EURE","28190","COURVILLE SUR EURE",,"48.453302750000006,1.2483357499999999","48.453302750000006","1.2483357499999999"
"28117","CRECY COUVE","28500","CRECY COUVE",,"48.67756275,1.28418745","48.67756275","1.28418745"
"28118","CROISILLES","28210","CROISILLES",,"48.69052145,1.4984088500000001","48.69052145","1.4984088500000001"
"28119","LA CROIX DU PERCHE","28480","LA CROIX DU PERCHE",,"48.28164405,1.0427189000000001","48.28164405","1.0427189000000001"
"28120","CRUCEY VILLAGES","28270","CRUCEY VILLAGES",,"48.67493835,1.1036353","48.67493835","1.1036353"
"28120","CRUCEY VILLAGES","28270","CRUCEY VILLAGES","MAINTERNE","48.67493835,1.1036353","48.67493835","1.1036353"
"28120","CRUCEY VILLAGES","28270","CRUCEY VILLAGES","VITRAY SOUS BREZOLLES","48.67493835,1.1036353","48.67493835","1.1036353"
"28121","DAMBRON","28140","DAMBRON",,"48.1152029,1.87343255","48.1152029","1.87343255"
"28122","DAMMARIE","28360","DAMMARIE",,"48.3384133,1.49636805","48.3384133","1.49636805"
"28123","DAMPIERRE SOUS BROU","28160","DAMPIERRE SOUS BROU",,"48.223234000000005,1.11032625","48.223234000000005","1.11032625"
"28124","DAMPIERRE SUR AVRE","28350","DAMPIERRE SUR AVRE",,"48.7574683,1.143747","48.7574683","1.143747"
"28126","DANCY","28800","DANCY",,"48.152553749999996,1.46406905","48.152553749999996","1.46406905"
"28127","DANGEAU","28160","DANGEAU",,"48.2064856,1.2712203","48.2064856","1.2712203"
"28127","DANGEAU","28160","DANGEAU","BULLOU","48.2064856,1.2712203","48.2064856","1.2712203"
"28127","DANGEAU","28160","DANGEAU","MEZIERES AU PERCHE","48.2064856,1.2712203","48.2064856","1.2712203"
"28128","DANGERS","28190","DANGERS",,"48.5081742,1.35046425","48.5081742","1.35046425"
"28129","DENONVILLE","28700","DENONVILLE",,"48.39300135,1.8022276499999998","48.39300135","1.8022276499999998"
"28130","DIGNY","28250","DIGNY",,"48.533821450000005,1.1378137","48.533821450000005","1.1378137"
"28132","DONNEMAIN ST MAMES","28200","DONNEMAIN ST MAMES",,"48.10119935,1.3669137500000001","48.10119935","1.3669137500000001"
"28134","DREUX","28100","DREUX",,"48.7482152,1.3578532499999998","48.7482152","1.3578532499999998"
"28135","DROUE SUR DROUETTE","28230","DROUE SUR DROUETTE",,"48.5998747,1.7012008","48.5998747","1.7012008"
"28136","ECLUZELLES","28500","ECLUZELLES",,"48.708841050000004,1.42179725","48.708841050000004","1.42179725"
"28137","ECROSNES","28320","ECROSNES",,"48.5525196,1.73491915","48.5525196","1.73491915"
"28139","EPEAUTROLLES","28120","EPEAUTROLLES",,"48.3134639,1.33517665","48.3134639","1.33517665"
"28140","EPERNON","28230","EPERNON",,"48.59469015,1.6858507","48.59469015","1.6858507"
"28141","ERMENONVILLE LA GRANDE","28120","ERMENONVILLE LA GRANDE",,"48.33698735,1.3785159999999999","48.33698735","1.3785159999999999"
"28142","ERMENONVILLE LA PETITE","28120","ERMENONVILLE LA PETITE",,"48.2900255,1.34479925","48.2900255","1.34479925"
"28143","ESCORPAIN","28270","ESCORPAIN",,"48.7205208,1.2145211","48.7205208","1.2145211"
"28144","LES ETILLEUX","28330","LES ETILLEUX",,"48.243903149999994,0.8151059","48.243903149999994","0.8151059"
"28146","FAVEROLLES","28210","FAVEROLLES",,"48.6799096,1.58183665","48.6799096","1.58183665"
"28147","FAVIERES","28170","FAVIERES",,"48.531676250000004,1.2336909","48.531676250000004","1.2336909"
"28148","LE FAVRIL","28190","LE FAVRIL",,"48.4570032,1.11705995","48.4570032","1.11705995"
"28149","LA FERTE VIDAME","28340","LA FERTE VIDAME",,"48.5988024,0.8928809","48.5988024","0.8928809"
"28151","FESSANVILLIERS MATTANVILLIERS","28270","FESSANVILLIERS MATTANVILLIERS",,"48.701681750000006,1.03762275","48.701681750000006","1.03762275"
"28153","FLACEY","28800","FLACEY",,"48.1504558,1.3319173","48.1504558","1.3319173"
"28154","FONTAINE LA GUYON","28190","FONTAINE LA GUYON",,"48.474235050000004,1.2985852","48.474235050000004","1.2985852"
"28155","FONTAINE LES RIBOUTS","28170","FONTAINE LES RIBOUTS",,"48.6570169,1.2483905499999999","48.6570169","1.2483905499999999"
"28156","FONTAINE SIMON","28240","FONTAINE SIMON",,"48.512973,0.9880723","48.512973","0.9880723"
"28157","FONTENAY SUR CONIE","28140","FONTENAY SUR CONIE",,"48.1670437,1.6855118999999998","48.1670437","1.6855118999999998"
"28158","FONTENAY SUR EURE","28630","FONTENAY SUR EURE",,"48.406930849999995,1.4217326","48.406930849999995","1.4217326"
"28159","LA FRAMBOISIERE","28250","LA FRAMBOISIERE",,"48.59746955,1.0157337499999999","48.59746955","1.0157337499999999"
"28160","FRANCOURVILLE","28700","FRANCOURVILLE",,"48.40081055,1.6583393","48.40081055","1.6583393"
"28161","FRAZE","28160","FRAZE",,"48.26285635,1.0946695","48.26285635","1.0946695"
"28162","FRESNAY LE COMTE","28360","FRESNAY LE COMTE",,"48.30457765,1.4833172499999998","48.30457765","1.4833172499999998"
"28163","FRESNAY LE GILMERT","28300","FRESNAY LE GILMERT",,"48.51299415,1.4196148","48.51299415","1.4196148"
